TYPE,CUSTOMER_DEPARTMENT,MAIN_CUSTOMER,COMPLEXITY,PRODUCT,ROUNDS,MACHINE,PROD_STE,NECK,STITCH,YARN,ORDER
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,2,AUTO,ANS,Crew Neck,Jersey,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,Crew Neck,Knit/purl,COTTON,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,2,AUTO,ANS,Crew Neck,Knit/purl,COTTON,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,3,AUTO,ANS,Crew Neck,Knit/purl,COTTON,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,4,AUTO,ANS,Boat Neck,Knit/purl,COTTON,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,5,AUTO,ANS,Boat Neck,Knit/purl,COTTON,Y
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,Crew Neck,Tuck,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,2,AUTO,ANS,Crew Neck,Tuck,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,3,AUTO,ANS,Crew Neck,Tuck,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,4,AUTO,ANS,Crew Neck,Tuck,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,5,AUTO,ANS,Crew Neck,Tuck,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,6,AUTO,ANS,Crew Neck,Tuck,VISCOSE_BLENDS,Y
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,7,AUTO,ANS,Crew Neck,Tuck,VISCOSE_BLENDS,Y
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,Boat Neck,Tuck,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,Boat Neck,Knit/purl,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,2,AUTO,ANS,Boat Neck,Knit/purl,VISCOSE_BLENDS,Y
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Cardigan,1,AUTO,ANS,Shawl Collar,Tuck,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Cardigan,2,AUTO,ANS,Shawl Collar,Tuck,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Cardigan,3,AUTO,ANS,Shawl Collar,Tuck,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Cardigan,4,AUTO,ANS,Shawl Collar,Tuck,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Cardigan,5,AUTO,ANS,Shawl Collar,Tuck,VISCOSE_BLENDS,Y
CNT,Trenery Gents,Country Road Clothing PTY Ltd,B,Pullover,1,AUTO,FKL,V-Neck,Jersey,MERINO,N
CNT,Trenery Gents,Country Road Clothing PTY Ltd,B,Pullover,2,AUTO,FKL,V-Neck,Jersey,MERINO,N
CNT,Trenery Gents,Country Road Clothing PTY Ltd,B,Pullover,3,AUTO,FKL,V-Neck,Jersey,MERINO,N
CNT,Woolworths Classic Collection Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,1,HF,FKL,V-Neck,Jersey,COTTON,N
CNT,Woolworths Classic Collection Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,2,HF,US1,V-Neck,Jersey,COTTON,N
APR,Woolworths Classic Collection Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,3,HF,US1,V-Neck,Jersey,COTTON,N
APR,Woolworths Classic Collection Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,4,AUTO,ANS,V-Neck,Jersey,COTTON,N
APR,Woolworths Classic Collection Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,5,AUTO,ANS,V-Neck,Jersey,COTTON,Y
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,HF,AJX,Polo Collar,Jersey,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,2,HF,AJX,Polo Collar,Jersey,COTTON,N
CNT,Woolworths W-Collection Gents,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,FKL,Crew Neck,Cable/Aran,COTTON_BLENDS,N
CNT,Woolworths W-Collection Gents,Woolworths (Pty) Ltd,B,Pullover,2,AUTO,ANS,Crew Neck,Knit/purl,COTTON_BLENDS,N
APR,Woolworths W-Collection Gents,Woolworths (Pty) Ltd,B,Pullover,3,AUTO,ANS,Crew Neck,Knit/purl,COTTON_BLENDS,N
APR,Woolworths W-Collection Gents,Woolworths (Pty) Ltd,B,Pullover,4,AUTO,ANS,Crew Neck,Knit/purl,COTTON_BLENDS,N
APR,Woolworths W-Collection Gents,Woolworths (Pty) Ltd,B,Pullover,5,AUTO,ANS,Crew Neck,Cable/Aran,COTTON_BLENDS,Y
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,HF,AJX,Polo Collar,Jersey,COTTON,N
CNT,Cape Union Mart Old Khaki Ladies,Cape Union Mart,B,Pullover,1,AUTO,ANS,Crew Neck,Tuck,COTTON,N
CNT,Cape Union Mart Old Khaki Ladies,Cape Union Mart,C1,Pullover,2,AUTO,ANS,Crew Neck,Tuck,COTTON,N
CNT,Cape Union Mart Old Khaki Ladies,Cape Union Mart,B,Pullover,3,HF,US1,Crew Neck,Jersey,COTTON,N
APR,Cape Union Mart Old Khaki Ladies,Cape Union Mart,B,Pullover,4,AUTO,ANS,Crew Neck,Tuck,COTTON,N
APR,Cape Union Mart Old Khaki Ladies,Cape Union Mart,C1,Pullover,5,AUTO,ANS,Crew Neck,Tuck,COTTON,N
APR,Cape Union Mart Old Khaki Ladies,Cape Union Mart,C1,Pullover,6,AUTO,ANS,Crew Neck,Tuck,COTTON,N
APR,Cape Union Mart Old Khaki Ladies,Cape Union Mart,B,Pullover,7,AUTO,ANS,Crew Neck,Tuck,COTTON,Y
APR,Cape Union Mart Old Khaki Ladies,Cape Union Mart,B,Pullover,8,AUTO,ANS,Crew Neck,Tuck,COTTON,Y
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,Boat Neck,Jersey,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,2,AUTO,ANS,Boat Neck,Knit/purl,VISCOSE_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,3,AUTO,ANS,Boat Neck,Knit/purl,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,4,AUTO,ANS,Boat Neck,Knit/purl,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Pullover,5,AUTO,ANS,Boat Neck,Knit/purl,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,6,AUTO,ANS,Boat Neck,Knit/purl,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,7,AUTO,ANS,Boat Neck,Knit/purl,VISCOSE_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,8,AUTO,ANS,Boat Neck,Knit/purl,VISCOSE_BLENDS,Y
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,1,AUTO,AJX,Crew Neck,Tuck,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,2,AUTO,AJX,Crew Neck,Tuck,COTTON,N
CNT,Woolworths Edition Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,Crew Neck,Tuck,COTTON,N
APR,Woolworths Edition Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,2,AUTO,ANS,Crew Neck,Tuck,COTTON,N
CNT,Woolworths Edition Knitwear Gents,Woolworths (Pty) Ltd,C1,Pullover,1,AUTO,ANS,Crew Neck with Hood,Jersey,COTTON,N
APR,Woolworths Edition Knitwear Gents,Woolworths (Pty) Ltd,C1,Pullover,2,AUTO,ANS,Hood,Jersey,COTTON,N
CNT,Woolworths Edition Knitwear Gents,Woolworths (Pty) Ltd,C1,Pullover,3,HF,US1,Hood,Jersey,COTTON,N
APR,Woolworths Edition Knitwear Gents,Woolworths (Pty) Ltd,C1,Pullover,4,AUTO,ANS,Hood,Jersey,COTTON,Y
APR,Woolworths Edition Knitwear Gents,Woolworths (Pty) Ltd,C1,Pullover,5,AUTO,ANS,Hood,Jersey,COTTON,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C2,Swatch,1,AUTO,ANS,Not Applicable,Jersey,LINEN_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Cardigan,2,AUTO,ANS,Not Applicable,Jersey,LINEN_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Cardigan,3,AUTO,ANS,Not Applicable,Jersey,LINEN_BLENDS,N
APR,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,C1,Cardigan,4,AUTO,ANS,Not Applicable,Jersey,LINEN_BLENDS,Y
CNT,LACOSTE-LADIES-SPW,Lacoste,C1,Dress,1,AUTO,FKL,Polo Collar,Double bed,COTTON_BLENDS,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C1,Dress,2,AUTO,FKL,Polo Collar,Double bed,COTTON_BLENDS,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Dress,3,AUTO,FKL,Polo Collar,Double bed,COTTON_BLENDS,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Dress,4,AUTO,FKL,Polo Collar,Double bed,COTTON_BLENDS,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,1,AUTO,FKL,Polo Collar,Double bed,COTTON_BLENDS,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,2,AUTO,FKL,Polo Collar,Double bed,COTTON_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,1,AUTO,AJX,Crew Neck,Tuck,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,2,AUTO,AJX,Crew Neck,Tuck,COTTON,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,B,Pullover,3,AUTO,AJX,Crew Neck,Tuck,COTTON,Y
CNT,Woolworths Edition Knitwear Gents,Woolworths (Pty) Ltd,B,Tunic,1,AUTO,ANS,Crew Neck,Tuck,COTTON,N
CNT,Woolworths Edition Knitwear Gents,Woolworths (Pty) Ltd,B,Tunic,2,AUTO,ANS,Crew Neck,Tuck,COTTON,N
CNT,Woolworths Edition Knitwear Gents,Woolworths (Pty) Ltd,B,Tunic,3,HF,US1,Crew Neck,Jersey,COTTON,N
CNT,Woolworths Edition Knitwear Gents,Woolworths (Pty) Ltd,B,Tunic,4,HF,US1,Crew Neck,Jersey,COTTON,N
CNT,Woolworths Edition Knitwear Gents,Woolworths (Pty) Ltd,C1,Tunic,5,AUTO,FKL,Crew Neck,Tuck,COTTON,N
APR,Woolworths Edition Knitwear Gents,Woolworths (Pty) Ltd,B,Tunic,6,AUTO,ANS,Crew Neck,Tuck,COTTON,N
APR,Woolworths Edition Knitwear Gents,Woolworths (Pty) Ltd,B,Tunic,7,HF,US1,Crew Neck,Jersey,COTTON,N
APR,Woolworths Edition Knitwear Gents,Woolworths (Pty) Ltd,B,Tunic,8,AUTO,ANS,Crew Neck,Tuck,COTTON,Y
APR,Woolworths Edition Knitwear Gents,Woolworths (Pty) Ltd,B,Tunic,9,AUTO,ANS,Crew Neck,Tuck,COTTON,Y
CNT,Woolworths (Pty) Ltd Re Ladies,Woolworths (Pty) Ltd,C1,Cardigan,1,AUTO,ANS,Not Applicable,Jacquard,COTTON_BLENDS,N
CNT,LACOSTE-LADIES-SPW,Lacoste,B,Pullover,1,AUTO,FKL,High Crew Neck,Double bed,COTTON_BLENDS,N
CNT,LACOSTE-LADIES-SPW,Lacoste,B,Pullover,2,AUTO,FKL,High Crew Neck,Double bed,COTTON_BLENDS,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,3,AUTO,FKL,High Crew Neck,Double bed,COTTON_BLENDS,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,4,AUTO,FKL,High Crew Neck,Double bed,COTTON_BLENDS,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,5,AUTO,FKL,High Crew Neck,Double bed,MERINO,N
APR,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,6,AUTO,FKL,High Crew Neck,Double bed,MERINO,N
CNT,Woolworths Edition Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,1,HF,US1,Crew Neck,Jersey,COTTON,N
CNT,Zadig & Voltaire Ladies,Zadig & Voltaire,B,Pullover,1,AUTO,FKL,Crew Neck,Jacquard,CASHMERE,N
CNT,Zadig & Voltaire Ladies,Zadig & Voltaire,B,Pullover,2,AUTO,FKL,Crew Neck,Jacquard,CASHMERE,N
CNT,Zadig & Voltaire Ladies,Zadig & Voltaire,B,Pullover,3,AUTO,FKL,Crew Neck,Jacquard,CASHMERE,N
APR,Zadig & Voltaire Ladies,Zadig & Voltaire,B,Pullover,4,AUTO,FKL,Crew Neck,Jacquard,CASHMERE,Y
CNT,Woolworths Edition Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,1,HF,US1,Crew Neck,Jersey,COTTON,N
CNT,Stockomani - Gents,Stockomani,C1,Pullover,1,AUTO,ANS,Polo Collar,Jersey,COTTON,N
CNT,Stockomani - Gents,Stockomani,C1,Pullover,2,HF,FKL,Polo Collar,Jersey,COTTON,N
APR,Stockomani - Gents,Stockomani,C1,Pullover,3,HF,AJX,Polo Collar,Jersey,COTTON,N
APR,Stockomani - Gents,Stockomani,C1,Pullover,4,HF,AJX,Polo Collar,Jersey,COTTON,Y
CNT,Marketing Trip Gents - South-1,Marketing Trip,B,Pullover,1,HF,US1,V-Neck,Jersey,COTTON_BLENDS,N
CNT,Woolworths (Pty) Ltd Modern Ladies,Woolworths (Pty) Ltd,B,Pullover,1,HF,US1,V-Neck,Jersey,COTTON,N
CNT,Woolworths (Pty) Ltd Modern Ladies,Woolworths (Pty) Ltd,B,Pullover,2,HF,US1,V-Neck,Jersey,COTTON_BLENDS,N
CNT,Woolworths (Pty) Ltd Modern Ladies,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,COTTON,N
CNT,Woolworths (Pty) Ltd Modern Ladies,Woolworths (Pty) Ltd,B,Pullover,1,HF,US1,Crew Neck,Jersey,COTTON,N
CNT,Woolworths (Pty) Ltd Modern Ladies,Woolworths (Pty) Ltd,B,Pullover,1,HF,US1,Crew Neck,Jersey,COTTON,N
CNT,Marketing Trip Gents - South-1,Marketing Trip,B,Pullover,1,AUTO,ANS,Crew Neck,Stripes,COTTON_BLENDS,N
CNT,Woolworths Classic Collection Knitwear Gents,Woolworths (Pty) Ltd,B,Pullover,1,HF,US1,Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
CNT,LACOSTE-LADIES-SPW,Lacoste,B,Pullover,1,AUTO,FKL,V-Neck,Double bed,COTTON,N
CNT,LACOSTE-LADIES-SPW,Lacoste,B,Pullover,2,AUTO,FKL,V-Neck,Double bed,COTTON,N
CNT,LACOSTE-LADIES-SPW,Lacoste,B,Pullover,3,AUTO,FKL,V-Neck,Double bed,COTTON,N
CNT,Marketing Trip Gents - South-1,Marketing Trip,B,Pullover,1,HF,US1,Crew Neck,Tuck,COTTON_BLENDS,N
CNT,Woolworths (Pty) Ltd Mainstream Ladies,Woolworths (Pty) Ltd,B,Pullover,1,AUTO,ANS,Crew Neck,Tuck,VISCOSE_BLENDS,N
CNT,Marketing Trip Gents - South-1,Marketing Trip,B,Pullover,1,AUTO,ANS,Crew Neck,Jacquard,ACRYLIC_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C2,Cardigan,1,AUTO,AJX,Polo Collar,Double bed,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C2,Cardigan,2,AUTO,AJX,Polo Collar,Double bed,COTTON,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C2,Cardigan,3,AUTO,AJX,Polo Collar,Double bed,COTTON,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Cardigan,4,AUTO,AJX,Polo Collar,Double bed,COTTON,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Cardigan,5,AUTO,AJX,Polo Collar,Double bed,COTTON,Y
CNT,Woolworths (Pty) Ltd Re Ladies,Woolworths (Pty) Ltd,C2,Pullover,1,AUTO,ANS,Hood,Jersey,RAYON_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C2,Cardigan,1,AUTO,AJX,Polo Collar,Double bed,COTTON,N
APR,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C2,Cardigan,2,AUTO,AJX,Polo Collar,Double bed,COTTON,Y
CNT,Lacoste Gents SPW,Lacoste,B,Pullover,1,AUTO,FKL,Crew Neck,Double bed,COTTON,N
CNT,Lacoste Gents SPW,Lacoste,B,Pullover,2,AUTO,FKL,Crew Neck,Double bed,COTTON,N
CNT,Lacoste Gents SPW,Lacoste,B,Pullover,1,AUTO,FKL,V-Neck,Double bed,COTTON,N
CNT,Lacoste Gents SPW,Lacoste,C1,Pullover,1,AUTO,FKL,High Crew Neck,Double bed,COTTON,N
CNT,Lacoste Gents SPW,Lacoste,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,COTTON,N
CNT,Lacoste Gents SPW,Lacoste,B,Pullover,2,AUTO,FKL,Crew Neck,Jersey,COTTON,N
CNT,Lacoste Gents SPW,Lacoste,B,Pullover,3,AUTO,FKL,Crew Neck,Double bed,COTTON,N
CNT,Lacoste Gents SPW,Lacoste,B,Pullover,4,AUTO,FKL,Crew Neck,Jersey,COTTON,N
CNT,Lacoste Gents SPW,Lacoste,B,Pullover,1,AUTO,FKL,Crew Neck,Tuck,COTTON_BLENDS,N
CNT,Lacoste Gents SPW,Lacoste,B,Pullover,2,AUTO,FKL,Crew Neck,Tuck,COTTON_BLENDS,N
APR,Lacoste Gents SPW,Lacoste,B,Pullover,3,AUTO,FKL,Crew Neck,Tuck,COTTON_BLENDS,N
APR,Lacoste Gents SPW,Lacoste,B,Pullover,4,AUTO,FKL,Crew Neck,Tuck,COTTON_BLENDS,N
APR,Lacoste Gents SPW,Lacoste,C2,Pullover,5,AUTO,FKL,Crew Neck,Tuck,COTTON_BLENDS,N
APR,Lacoste Gents SPW,Lacoste,C1,Pullover,6,AUTO,FKL,Crew Neck,Tuck,COTTON_BLENDS,Y
CNT,LACOSTE-LADIES-SPW,Lacoste,B,Pullover,1,AUTO,FKL,Crew Neck,Double bed,COTTON,N
CNT,LACOSTE-LADIES-SPW,Lacoste,B,Pullover,2,AUTO,FKL,Crew Neck,Double bed,COTTON,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,1,AUTO,FKL,Polo Collar,Jersey,MERINO,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,2,AUTO,FKL,Polo Collar,Jersey,MERINO,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,3,AUTO,FKL,Polo Collar,Jersey,MERINO,N
APR,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,4,AUTO,FKL,Polo Collar,Jersey,MERINO,N
CNT,LACOSTE-LADIES-SPW,Lacoste,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,MERINO,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,2,AUTO,FKL,Crew Neck,Jersey,MERINO,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,3,AUTO,FKL,Crew Neck,Jersey,MERINO,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,4,AUTO,FKL,Crew Neck,Jersey,MERINO,N
APR,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,5,AUTO,FKL,Crew Neck,Jersey,MERINO,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,1,AUTO,FKL,V-Neck,Jersey,MERINO,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,2,AUTO,FKL,V-Neck,Jersey,MERINO,N
CNT,LACOSTE-LADIES-SPW,Lacoste,B,Pullover,3,AUTO,FKL,V-Neck,Jersey,MERINO,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,4,AUTO,FKL,V-Neck,Jersey,MERINO,N
APR,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,5,AUTO,FKL,V-Neck,Jersey,MERINO,N
APR,LACOSTE-LADIES-SPW,Lacoste,C2,Pullover,6,AUTO,FKL,V-Neck,Jersey,MERINO,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Cardigan,1,AUTO,FKL,V-Neck,Jersey,LAMBSWOOL,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Cardigan,2,AUTO,FKL,V-Neck,Jersey,LAMBSWOOL,N
CNT,LACOSTE-LADIES-SPW,Lacoste,C2,Cardigan,3,AUTO,FKL,V-Neck,Jersey,MERINO,N
APR,LACOSTE-LADIES-SPW,Lacoste,C2,Cardigan,4,AUTO,FKL,V-Neck,Jersey,MERINO,N
CNT,Marketing Trip Gents - North-2,Marketing Trip,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
CNT,Marketing Trip Gents - North-2,Marketing Trip,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
CNT,Marketing Trip Gents - North-2,Marketing Trip,B,Pullover,1,AUTO,ANS,Crew Neck,Jersey,LAMBSWOOL_BLENDS,N
CNT,Queenspark - Gents,Queenspark - Gents,B,Pullover,1,AUTO,ANS,Crew Neck,Jacquard,COTTON,Y
CNT,Woolworths (Pty) Ltd Modern Ladies,Woolworths (Pty) Ltd,C1,Pullover,1,AUTO,ANS,High Crew Neck,Rib,RAYON_BLENDS,N
APR,Woolworths (Pty) Ltd Modern Ladies,Woolworths (Pty) Ltd,C1,Pullover,2,AUTO,ANS,High Crew Neck,Rib,RAYON_BLENDS,N
CNT,Woolworths (Pty) Ltd Modern Ladies,Woolworths (Pty) Ltd,B,Swatch,3,AUTO,ANS,Not Applicable,Rib,RAYON_BLENDS,N
APR,Woolworths (Pty) Ltd Modern Ladies,Woolworths (Pty) Ltd,C1,Pullover,4,AUTO,ANS,High Crew Neck,Rib,RAYON_BLENDS,N
APR,Woolworths (Pty) Ltd Modern Ladies,Woolworths (Pty) Ltd,B,Pullover,5,AUTO,ANS,High Crew Neck,Rib,RAYON_BLENDS,Y
CNT,Double Two Limited-Gents,Double Two Limited,C1,Pullover,1,AUTO,FKL,Polo Collar,Jersey,MERINO_BLENDS,N
CNT,Double Two Limited-Gents,Double Two Limited,C1,Pullover,2,AUTO,FKL,Polo Collar,Jersey,MERINO_BLENDS,N
CNT,John Lewis Mens Formalwear Gents,John Lewis Overseas Plc,C1,Not Applicable,1,AUTO,FKL,Polo Collar,Jersey,COTTON_BLENDS,N
APR,John Lewis Mens Formalwear Gents,John Lewis Overseas Plc,C1,Not Applicable,2,AUTO,ANS,Polo Collar,Jersey,COTTON_BLENDS,N
APR,John Lewis Mens Formalwear Gents,John Lewis Overseas Plc,C1,Not Applicable,3,AUTO,FKL,Polo Collar,Jersey,COTTON_BLENDS,N
APR,John Lewis Mens Formalwear Gents,John Lewis Overseas Plc,C1,Not Applicable,4,AUTO,FKL,Polo Collar,Jersey,COTTON_BLENDS,Y
CNT,Celio Paris Gents,Celio International SA,C2,Cardigan,1,AUTO,AJX,Hood,Jersey,COTTON,N
CNT,Celio Paris Gents,Celio International SA,C2,Cardigan,2,AUTO,AJX,Hood,Double bed,COTTON,N
CNT,Marketing Trip Gents - North-2,Marketing Trip,C1,Pullover,1,AUTO,ANS,High Crew Neck,Tuck,LAMBSWOOL_BLENDS,N
CNT,Marketing Trip Gents - North-2,Marketing Trip,B,Pullover,1,AUTO,ANS,Crew Neck,Tuck,LAMBSWOOL_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C2,Cardigan,1,AUTO,AJX,High Crew Neck,Tuck,COTTON,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C2,Cardigan,2,AUTO,AJX,High Crew Neck,Tuck,COTTON,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,1,HF,FKL,Crew Neck,Jersey,COTTON,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,2,HF,FKL,Crew Neck,Jersey,COTTON,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,3,HF,FKL,Crew Neck,Jersey,COTTON,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,1,AUTO,FKL,Crew Neck,Tuck,COTTON,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,1,AUTO,FKL,Crew Neck,Knit/purl,COTTON,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,1,AUTO,FKL,Crew Neck,Knit/purl,COTTON,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,2,AUTO,FKL,Crew Neck,Knit/purl,COTTON,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,1,AUTO,ANS,Crew Neck,Jacquard,COTTON,Y
APR,Celio Paris Gents,Celio International SA,B,Pullover,2,AUTO,ANS,Crew Neck,Jacquard,COTTON,N
CNT,Celio Paris Gents,Celio International SA,B,Pullover,1,AUTO,FKL,Crew Neck,Knit/purl,COTTON,N
CNT,Lacoste Gents SPW,Lacoste,B,Pullover,1,AUTO,FKL,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Lacoste Gents SPW,Lacoste,B,Pullover,2,AUTO,FKL,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Lacoste Gents SPW,Lacoste,B,Pullover,3,AUTO,FKL,Crew Neck,Jersey,COTTON_BLENDS,N
CNT,Marks & Spencer Plc T30 Gents,Marks & Spencer Plc,C1,Pullover,1,AUTO,ANS,Polo Collar,Jersey,COTTON,N
